HMDB,a.mode,metabolite,Symbol,Uniprot,type(a),ProtName,pubchem,CellLoc,TissueLoc,BSLoc,metabolite_subclass,a.combined_score,a.experiment,a.database,a.prediction,a.textmining
"""HMDB0033439""","""binding""","""(-)-alpha-Narcotine""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,275196,"[""Cytoplasm"", ""Extracellular""]",null,null,null,900,0,0,900,0
"""HMDB0029943""","""binding""","""Arbutin""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,440936,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Carbohydrates and carbohydrate conjugates""",900,0,0,900,0
"""HMDB0001218""","""binding""","""Coumarin""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,323,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Saliva""]",null,900,0,0,900,0
"""HMDB0035030""","""binding""","""Amygdalin""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,2180,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Carbohydrates and carbohydrate conjugates""",911,0,0,900,140
"""HMDB0033441""","""binding""","""(±)-alpha-Narcotine""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,4544,"[""Cytoplasm"", ""Extracellular""]",null,null,null,900,0,0,900,0
"""HMDB0036587""","""binding""","""Quassin""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,4998,"[""Extracellular"", ""Membrane""]",null,null,"""Terpene lactones""",900,0,0,900,0
"""HMDB0031849""","""binding""","""2-Ethylpyrazine""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,26331,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Pyrazines""",900,0,0,900,0
"""HMDB0030026""","""binding""","""Isohumulone A""","""TAS2R46""","""uniprot:P59540""","""StitchMetaboliteReceptor""",null,93090,"[""Cytoplasm"", ""Extracellular""]",null,null,"""Monoterpenoids""",900,0,0,900,0
"""HMDB0000273""","""binding""","""Thymidine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5789,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Pyrimidine 2'-deoxyribonucleosides""",205,0,205,0,0
"""HMDB0000975""","""binding""","""Trehalose""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,7427,"[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0014323""","""binding""","""Valsartan""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000050""","""binding""","""Adenosine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,928,0,237,900,115
"""HMDB0014844""","""binding""","""Tamsulosin""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,129211,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenethylamines""",325,0,325,0,0
"""HMDB0000169""","""binding""","""D-Mannose""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0000216""","""binding""","""Norepinephrine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,439260,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Benzenediols""",940,0,249,900,245
"""HMDB0008923""","""binding""","""PE(16:0/16:0)""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,445468,"[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""Glycerophosphoethanolamines""",322,0,322,0,0
"""HMDB0000674""","""binding""","""PA(16:0/16:0)""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,446066,"[""Extracellular"", ""Membrane""]",null,"[""Blood""]","""Glycerophosphates""",322,0,322,0,0
"""HMDB0036565""","""binding""","""beta-Ionone""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,638014,"[""Extracellular"", ""Membrane""]",null,"[""Saliva""]","""Sesquiterpenoids""",322,0,322,0,0
"""HMDB0001358""","""binding""","""Retinal""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,638015,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""Retinoids""",322,0,322,0,0
"""HMDB0001220""","""binding""","""Prostaglandin E2""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",928,0,309,900,0
"""HMDB0001442""","""binding""","""Prostaglandin E1""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5280723,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""Eicosanoids""",271,0,271,0,0
"""HMDB0004080""","""binding""","""Anandamide""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5281969,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Amines""",273,0,211,0,106
"""HMDB0000990""","""binding""","""Acetaldehyde""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,177,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbonyl compounds""",322,0,322,0,0
"""HMDB0000073""","""binding""","""Dopamine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,681,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Benzenediols""",945,0,274,900,287
"""HMDB0000123""","""binding""","""Glycine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,750,"[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",283,0,283,0,0
"""HMDB0000870""","""binding""","""Histamine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",935,0,204,900,236
"""HMDB0000220""","""binding""","""Palmitic acid""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0014466""","""binding""","""Amitriptyline""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2160,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0014683""","""binding""","""Amoxapine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2170,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzoxazepines""",214,0,214,0,0
"""HMDB0015267""","""binding""","""Carvedilol""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2585,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Carbazoles""",274,0,274,0,0
"""HMDB0014620""","""binding""","""Chlorpromazine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2726,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",317,0,316,0,0
"""HMDB0014677""","""binding""","""Ciprofloxacin""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2764,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Quinoline carboxylic acids""",282,0,282,0,0
"""HMDB0015477""","""binding""","""Clenbuterol""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2783,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Halobenzenes""",276,0,276,0,0
"""HMDB0015282""","""binding""","""Desipramine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,2995,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzazepines""",280,0,280,0,0
"""HMDB0014328""","""binding""","""Amphetamine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,3007,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""Phenethylamines""",422,0,275,0,226
"""HMDB0040987""","""binding""","""(-)-Morphine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,4253,"[""Cytoplasm"", ""Extracellular""]",null,null,null,535,101,332,0,270
"""HMDB0014680""","""binding""","""Nortriptyline""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,4543,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0015070""","""binding""","""Oxymetazoline""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,4636,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Xylenes""",270,0,270,0,0
"""HMDB0014600""","""binding""","""Prazosin""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,4893,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",366,0,366,0,0
"""HMDB0000259""","""binding""","""Serotonin""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5202,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Tryptamines and derivatives""",928,0,310,900,0
"""HMDB0014794""","""binding""","""Trazodone""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,5533,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",209,0,209,0,0
"""HMDB0031404""","""binding""","""Cyclohexylamine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,7965,"[""Cytoplasm"", ""Extracellular""]",null,"[""Blood"", ""Feces""]","""Cyclohexylamines""",400,0,307,0,159
"""HMDB0015559""","""binding""","""Thioproperazine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,9429,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",275,0,275,0,0
"""HMDB0032477""","""binding""","""Polyoxyethylene 40 monostearate""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,24762,"[""Extracellular"", ""Membrane""]",null,null,"""Fatty acid esters""",287,0,287,0,0
"""HMDB0014940""","""binding""","""Alfentanil""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,51263,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Anilides""",273,0,273,0,0
"""HMDB0013657""","""binding""","""2-Arachidonyl Glycerol ether""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,6483057,"[""Extracellular"", ""Membrane""]",null,null,null,205,0,205,0,0
"""HMDB0014323""","""activation""","""Valsartan""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000870""","""activation""","""Histamine""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",935,0,204,900,236
"""HMDB0000588""","""activation""","""Sodium""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,923,"[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Kidney""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,842,0,0,800,236
"""HMDB0000220""","""activation""","""Palmitic acid""","""MC4R""","""uniprot:P32245""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",467,0,322,0,236
"""HMDB0015046""","""binding""","""Paricalcitol""","""PTH2R""","""uniprot:P49190""","""StitchMetaboliteReceptor""",null,5281104,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Vitamin D and derivatives""",800,0,0,800,0
"""HMDB0000277""","""activation""","""Sphingosine 1-phosphate""","""S1PR2""","""uniprot:O95136""","""ScconnectMetaboliteReceptor""",null,5283560,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Fibroblasts"", ""Platelet""]","[""Blood""]","""Phosphosphingolipids""",null,null,null,null,null
"""HMDB0000277""","""activation""","""Sphingosine 1-phosphate""","""S1PR2""","""uniprot:O95136""","""CellinkerMetaboliteReceptor""",null,5283560,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Fibroblasts"", ""Platelet""]","[""Blood""]","""Phosphosphingolipids""",null,null,null,null,null
"""HMDB0000169""","""binding""","""D-Mannose""","""IL21R""","""uniprot:Q9HBE5""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",800,0,800,0,0
"""HMDB0000174""","""binding""","""L-Fucose""","""IL21R""","""uniprot:Q9HBE5""","""StitchMetaboliteReceptor""",null,439554,"[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",800,0,800,0,0
"""HMDB0001448""","""binding""","""Sulfate""","""IL21R""","""uniprot:Q9HBE5""","""StitchMetaboliteReceptor""",null,1117,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Non-metal sulfates""",800,0,800,0,0
"""HMDB0000895""","""activation""","""Acetylcholine""","""CHRNA6""","""uniprot:Q15825""","""CellphoneMetaboliteReceptor""",null,187,"[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""Quaternary ammonium salts""",null,null,null,null,null
"""HMDB0001361""","""activation""","""Carbon monoxide""","""GUCY1B2""","""uniprot:O75343""","""NeuronchatMetaboliteReceptor""",null,281,"[""Cytoplasm"", ""Extracellular""]",null,"[""Blood""]",null,null,null,null,null,null
"""HMDB0001032""","""activation""","""Dehydroepiandrosterone sulfate""","""PPARG""","""uniprot:P37231""","""CellphoneMetaboliteReceptor""",null,12594,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver"", ""Placenta"", ""Prostate""]","[""Blood"", ""Feces"", ""Urine""]","""Sulfated steroids""",null,null,null,null,null
"""HMDB0001032""","""activation""","""Dehydroepiandrosterone sulfate""","""PPARG""","""uniprot:P37231""","""CellphoneMetaboliteReceptor""",null,12594,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver"", ""Placenta"", ""Prostate""]","[""Blood"", ""Feces"", ""Urine""]","""Sulfated steroids""",null,null,null,null,null
"""HMDB0001032""","""activation""","""Dehydroepiandrosterone sulfate""","""PPARG""","""uniprot:P37231""","""CellphoneMetaboliteReceptor""",null,12594,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver"", ""Placenta"", ""Prostate""]","[""Blood"", ""Feces"", ""Urine""]","""Sulfated steroids""",null,null,null,null,null
"""HMDB0005079""","""activation""","""15-Deoxy-d-12,14-PGJ2""","""PPARG""","""uniprot:P37231""","""ScconnectMetaboliteReceptor""",null,5311211,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Eicosanoids""",null,null,null,null,null
"""HMDB0000673""","""activation""","""Linoleic acid""","""PPARG""","""uniprot:P37231""","""ScconnectMetaboliteReceptor""",null,5280450,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Lineolic acids and derivatives""",null,null,null,null,null
"""HMDB0000131""","""binding""","""Glycerol""","""PPARG""","""uniprot:P37231""","""StitchMetaboliteReceptor""",null,753,"[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",873,0,800,0,384
