,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
17904,HMDB0006558,MGST2,degrading,"2,3-Epoxyaflatoxin B1",unknown,unknown,irreversible,ReconProductionDegradation
17903,HMDB0060448,MGST2,degrading,"Bromobenzene-3,4-oxide",unknown,unknown,irreversible,ReconProductionDegradation
17902,HMDB0060446,MGST2,degrading,"Bromobenzene-2,3-oxide",unknown,unknown,irreversible,ReconProductionDegradation
17924,HMDB0012624,MGST2,producing,2-Hydroxyestrone-4-S-glutathione,unknown,unknown,reversible,ReconProductionDegradation
17925,HMDB0012780,MGST2,producing,4-Hydroxyestrone-2-S-glutathione,unknown,unknown,reversible,ReconProductionDegradation
17926,HMDB0012623,MGST2,producing,2-Hydroxyestrone-1-S-glutathione,unknown,unknown,reversible,ReconProductionDegradation
17927,HMDB0001198,MGST2,producing,Leukotriene C4,unknown,unknown,irreversible,ReconProductionDegradation
42259,HMDB0062470,CYP3A7,producing,"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide",unknown,unknown,irreversible,ReconProductionDegradation
42260,HMDB0060091,CYP3A7,producing,"Benzo[a]pyrene-4,5-oxide",unknown,unknown,irreversible,ReconProductionDegradation
42261,HMDB0060439,CYP3A7,producing,"Benzo[a]pyrene-7,8-oxide",unknown,unknown,irreversible,ReconProductionDegradation
42262,HMDB0060090,CYP3A7,producing,"Benzo[a]pyrene-9,10-oxide",unknown,unknown,irreversible,ReconProductionDegradation
42263,HMDB0004702,CYP3A7,producing,"12,13-EpOME",unknown,unknown,irreversible,ReconProductionDegradation
42264,HMDB0000145,CYP3A7,producing,Estrone,unknown,unknown,irreversible,ReconProductionDegradation
42265,HMDB0000151,CYP3A7,producing,Estradiol,unknown,unknown,irreversible,ReconProductionDegradation
42266,HMDB0000142,CYP3A7,producing,Formic acid,unknown,unknown,irreversible,ReconProductionDegradation
42267,HMDB0004264,CYP3A7,producing,"14,15-Epoxy-5,8,11-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
42268,HMDB0004673,CYP3A7,producing,"11,12-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
42269,HMDB0002232,CYP3A7,producing,"8,9-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
42270,HMDB0002190,CYP3A7,producing,"5,6-Epoxy-8,11,14-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
42271,HMDB0000217,CYP3A7,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
17933,HMDB0060423,MGST2,producing,"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",unknown,unknown,irreversible,ReconProductionDegradation
17931,HMDB0000125,MGST2,producing,Glutathione,unknown,unknown,reversible,ReconProductionDegradation
17930,HMDB0060091,MGST2,producing,"Benzo[a]pyrene-4,5-oxide",unknown,unknown,reversible,ReconProductionDegradation
17929,HMDB0060300,MGST2,producing,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
17928,HMDB0060302,MGST2,producing,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",unknown,unknown,irreversible,ReconProductionDegradation
18045,HMDB0000295,B3GNT5,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18159,HMDB0000290,B3GNT2,degrading,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
18173,HMDB0000158,GOT2,degrading,L-Tyrosine,unknown,unknown,reversible,ReconProductionDegradation
18170,HMDB0000295,MGAT4A,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18169,HMDB0000290,MGAT4A,degrading,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation
18168,HMDB0006219,MGAT4A,degrading,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation
42210,HMDB0000213,PLCH1,producing,myo-Inositol 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
42211,HMDB0000968,PLCH1,producing,"D-myo-Inositol 1,4-bisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
18164,HMDB0000295,B3GNT2,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18163,HMDB0006219,B3GNT2,producing,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation
18158,HMDB0000302,B3GNT2,degrading,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation
18144,HMDB0001341,DCLK2,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
18155,HMDB0001413,PCYT1B,producing,Citicoline,unknown,unknown,irreversible,ReconProductionDegradation
18154,HMDB0060072,PCYT1B,producing,CMP-N-trimethyl-2-aminoethylphosphonate,unknown,unknown,irreversible,ReconProductionDegradation
18151,HMDB0000082,PCYT1B,degrading,Cytidine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18150,HMDB0001565,PCYT1B,degrading,Phosphorylcholine,unknown,unknown,irreversible,ReconProductionDegradation
42212,HMDB0001498,PLCH1,producing,"myo-Inositol 1,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
42214,HMDB0060116,CYP3A7,degrading,"Dibenzo[a,l]pyrene",unknown,unknown,irreversible,ReconProductionDegradation
42215,HMDB0001197,CYP3A7,degrading,FADH,unknown,unknown,irreversible,ReconProductionDegradation
18174,HMDB0000159,GOT2,degrading,L-Phenylalanine,unknown,unknown,reversible,ReconProductionDegradation
18175,HMDB0002757,GOT2,degrading,Cysteic acid,unknown,unknown,reversible,ReconProductionDegradation
18176,HMDB0002273,GOT2,degrading,4-Hydroxy-L-glutamic acid,unknown,unknown,irreversible,ReconProductionDegradation
18177,HMDB0000574,GOT2,degrading,L-Cysteine,unknown,unknown,reversible,ReconProductionDegradation
18228,HMDB0000295,GALNT11,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18227,HMDB0006219,GALNT11,producing,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation
42186,HMDB0001273,GUCY2F,degrading,Guanosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18224,HMDB0000304,GALNT11,degrading,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation
42193,HMDB0001314,GUCY2F,producing,Cyclic GMP,unknown,unknown,irreversible,ReconProductionDegradation
18189,HMDB0000707,GOT2,producing,4-Hydroxyphenylpyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
18188,HMDB0000148,GOT2,producing,L-Glutamic acid,unknown,unknown,reversible,ReconProductionDegradation
18187,HMDB0001405,GOT2,producing,3-Sulfinylpyruvic acid,unknown,unknown,irreversible,ReconProductionDegradation
18186,HMDB0000223,GOT2,producing,Oxalacetic acid,unknown,unknown,reversible,ReconProductionDegradation
18185,HMDB0001368,GOT2,producing,3-Mercaptopyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
18184,HMDB0002070,GOT2,producing,4-Hydroxy-2-oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation
18183,HMDB0004045,GOT2,producing,3-Sulfopyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
18182,HMDB0000205,GOT2,producing,Phenylpyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
18181,HMDB0000191,GOT2,producing,L-Aspartic acid,unknown,unknown,irreversible,ReconProductionDegradation
18180,HMDB0000876,GOT2,producing,Vitamin D3,c->e,out,irreversible,ReconProductionDegradation
18178,HMDB0000208,GOT2,degrading,Oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation
42216,HMDB0041796,CYP3A7,degrading,"2,2,2-Trichloroethanol",unknown,unknown,irreversible,ReconProductionDegradation
18143,HMDB0000538,DCLK2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42232,HMDB0001043,CYP3A7,degrading,Arachidonic acid,unknown,unknown,irreversible,ReconProductionDegradation
18063,HMDB0000538,PKM,producing,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42222,HMDB0062429,CYP3A7,degrading,"7,12-Dimethylbenz[a]anthracene",unknown,unknown,irreversible,ReconProductionDegradation
42223,HMDB0029593,CYP3A7,degrading,Trichloroethylene,unknown,unknown,irreversible,ReconProductionDegradation
42224,HMDB0006552,CYP3A7,degrading,Aflatoxin B1,unknown,unknown,irreversible,ReconProductionDegradation
42225,HMDB0029751,CYP3A7,degrading,Naphthalene,unknown,unknown,irreversible,ReconProductionDegradation
42226,HMDB0062438,CYP3A7,degrading,9-Hydroxybenzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation
42227,HMDB0060438,CYP3A7,degrading,"Benzo[a]pyrene-7,8-diol",unknown,unknown,irreversible,ReconProductionDegradation
42228,HMDB0062469,CYP3A7,degrading,Benzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation
42229,HMDB0000673,CYP3A7,degrading,Linoleic acid,unknown,unknown,irreversible,ReconProductionDegradation
42230,HMDB0000053,CYP3A7,degrading,Androstenedione,unknown,unknown,irreversible,ReconProductionDegradation
42231,HMDB0000234,CYP3A7,degrading,Testosterone,unknown,unknown,irreversible,ReconProductionDegradation
18062,HMDB0000243,PKM,producing,Pyruvic acid,unknown,unknown,irreversible,ReconProductionDegradation
18142,HMDB0001341,CDK11A,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
18061,HMDB0001342,PKM,producing,Thymidine 5'-triphosphate,unknown,unknown,reversible,ReconProductionDegradation
18059,HMDB0000263,PKM,degrading,Phosphoenolpyruvic acid,unknown,unknown,reversible,ReconProductionDegradation
18058,HMDB0001274,PKM,degrading,dTDP,unknown,unknown,reversible,ReconProductionDegradation
18057,HMDB0001341,PKM,degrading,ADP,unknown,unknown,irreversible,ReconProductionDegradation
18054,HMDB0000220,CLPS,producing,Palmitic acid,unknown,unknown,irreversible,ReconProductionDegradation
18053,HMDB0000305,CLPS,producing,Vitamin A,unknown,unknown,irreversible,ReconProductionDegradation
18090,HMDB0000595,SLC4A9,producing,Hydrogen carbonate,c->e,out,reversible,ReconProductionDegradation
42221,HMDB0060517,CYP3A7,degrading,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",unknown,unknown,irreversible,ReconProductionDegradation
42220,HMDB0011603,CYP3A7,degrading,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone,unknown,unknown,irreversible,ReconProductionDegradation
18141,HMDB0000538,CDK11A,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18129,HMDB0000161,SLC7A1,producing,L-Alanine,c->e,out,irreversible,ReconProductionDegradation
18128,HMDB0000719,SLC7A1,producing,L-Homoserine,c->e,out,irreversible,ReconProductionDegradation
18127,HMDB0000687,SLC7A1,producing,L-Leucine,c->e,out,irreversible,ReconProductionDegradation
18126,HMDB0000159,SLC7A1,producing,L-Phenylalanine,c->e,out,irreversible,ReconProductionDegradation
18114,HMDB0000214,SLC7A1,producing,Ornithine,c->e,out,irreversible,ReconProductionDegradation
18113,HMDB0000182,SLC7A1,producing,L-Lysine,c->e,out,irreversible,ReconProductionDegradation
18112,HMDB0000517,SLC7A1,producing,L-Arginine,c->e,out,reversible,ReconProductionDegradation
18111,HMDB0000177,SLC7A1,producing,L-Histidine,e->c,in,reversible,ReconProductionDegradation
18109,HMDB0304312,PMM1,producing,D-mannose 6-phosphate,unknown,unknown,reversible,ReconProductionDegradation
18108,HMDB0006330,PMM1,degrading,D-Mannose 1-phosphate,unknown,unknown,reversible,ReconProductionDegradation
42217,HMDB0012824,CYP3A7,degrading,5-Oxo-6-trans-leukotriene B4,unknown,unknown,reversible,ReconProductionDegradation
42218,HMDB0259827,CYP3A7,degrading,Vinylidene chloride,unknown,unknown,irreversible,ReconProductionDegradation
18103,HMDB0001341,FGFR2,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
18102,HMDB0000538,FGFR2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
18098,HMDB0000045,UBE2K,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
18096,HMDB0000538,UBE2K,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42219,HMDB0062188,CYP3A7,degrading,1-nitronaphthalene,unknown,unknown,irreversible,ReconProductionDegradation
17901,HMDB0060331,MGST2,degrading,"1-Nitronaphthalene-5,6-oxide",unknown,unknown,irreversible,ReconProductionDegradation
17900,HMDB0060332,MGST2,degrading,"1-Nitronaphthalene-7,8-oxide",unknown,unknown,irreversible,ReconProductionDegradation
17899,HMDB0060357,MGST2,degrading,"2,2-Dichloroacetaldehyde",unknown,unknown,irreversible,ReconProductionDegradation
17649,HMDB0000719,SLC7A6,producing,L-Homoserine,e->c,in,irreversible,ReconProductionDegradation
17658,HMDB0000123,SLC7A6,producing,Glycine,c->e,out,irreversible,ReconProductionDegradation
17657,HMDB0000187,SLC7A6,producing,L-Serine,e->c,in,irreversible,ReconProductionDegradation
17656,HMDB0000929,SLC7A6,producing,L-Tryptophan,e->c,in,irreversible,ReconProductionDegradation
17655,HMDB0000158,SLC7A6,producing,L-Tyrosine,e->c,in,irreversible,ReconProductionDegradation
17654,HMDB0000574,SLC7A6,producing,L-Cysteine,e->c,in,irreversible,ReconProductionDegradation
17653,HMDB0000162,SLC7A6,producing,L-Proline,e->c,in,irreversible,ReconProductionDegradation
17652,HMDB0000168,SLC7A6,producing,L-Asparagine,e->c,in,irreversible,ReconProductionDegradation
17651,HMDB0000883,SLC7A6,producing,L-Valine,e->c,in,irreversible,ReconProductionDegradation
17650,HMDB0000167,SLC7A6,producing,L-Threonine,e->c,in,irreversible,ReconProductionDegradation
17648,HMDB0000172,SLC7A6,producing,L-Isoleucine,e->c,in,irreversible,ReconProductionDegradation
17624,HMDB0001337,ALOX5,producing,Leukotriene A4,unknown,unknown,irreversible,ReconProductionDegradation
17647,HMDB0000182,SLC7A6,producing,L-Lysine,e->c,in,irreversible,ReconProductionDegradation
17646,HMDB0000214,SLC7A6,producing,Ornithine,e->c,in,irreversible,ReconProductionDegradation
17645,HMDB0000904,SLC7A6,producing,Citrulline,e->c,in,irreversible,ReconProductionDegradation
17644,HMDB0000094,SLC7A6,producing,Citric acid,c->e,out,irreversible,ReconProductionDegradation
17643,HMDB0001276,SLC7A6,producing,N1-Acetylspermidine,e->c,in,irreversible,ReconProductionDegradation
42351,HMDB0005066,SLC22A9,producing,Tetradecanoylcarnitine,c->m,in,reversible,ReconProductionDegradation
42352,HMDB0002250,SLC22A9,producing,Dodecanoylcarnitine,c->m,in,reversible,ReconProductionDegradation
42353,HMDB0006321,SLC22A9,producing,"Docosa-4,7,10,13,16-pentaenoyl carnitine",c->m,in,reversible,ReconProductionDegradation
42354,HMDB0006463,SLC22A9,producing,Stearidonyl carnitine,m->c,out,reversible,ReconProductionDegradation
42355,HMDB0006464,SLC22A9,producing,Elaidic carnitine,m->c,out,reversible,ReconProductionDegradation
17660,HMDB0000159,SLC7A6,producing,L-Phenylalanine,c->e,out,irreversible,ReconProductionDegradation
17661,HMDB0000696,SLC7A6,producing,L-Methionine,c->e,out,irreversible,ReconProductionDegradation
17662,HMDB0000687,SLC7A6,producing,L-Leucine,c->e,out,irreversible,ReconProductionDegradation
17663,HMDB0000177,SLC7A6,producing,L-Histidine,c->e,out,irreversible,ReconProductionDegradation
42345,HMDB0006469,SLC22A9,producing,Linoleyl carnitine,c->m,in,reversible,ReconProductionDegradation
42346,HMDB0006460,SLC22A9,producing,Arachidyl carnitine,c->m,in,reversible,ReconProductionDegradation
42347,HMDB0006351,SLC22A9,producing,Vaccenyl carnitine,c->m,in,reversible,ReconProductionDegradation
17708,HMDB0000208,GLUD1,producing,Oxoglutaric acid,unknown,unknown,reversible,ReconProductionDegradation
17707,HMDB0001487,GLUD1,producing,NADH,unknown,unknown,reversible,ReconProductionDegradation
17705,HMDB0000221,GLUD1,producing,NADPH,unknown,unknown,reversible,ReconProductionDegradation
17703,HMDB0000902,GLUD1,degrading,NAD,unknown,unknown,reversible,ReconProductionDegradation
17702,HMDB0000148,GLUD1,degrading,L-Glutamic acid,unknown,unknown,reversible,ReconProductionDegradation
17701,HMDB0000217,GLUD1,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
17700,HMDB0001341,CSNK1G1,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
17699,HMDB0000538,CSNK1G1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42348,HMDB0000848,SLC22A9,producing,Stearoylcarnitine,c->m,in,reversible,ReconProductionDegradation
42349,HMDB0006210,SLC22A9,producing,Heptadecanoyl carnitine,c->m,in,reversible,ReconProductionDegradation
42350,HMDB0006317,SLC22A9,producing,trans-Hexadec-2-enoyl carnitine,c->m,in,reversible,ReconProductionDegradation
17666,HMDB0000161,SLC7A6,producing,L-Alanine,c->e,out,irreversible,ReconProductionDegradation
17665,HMDB0000517,SLC7A6,producing,L-Arginine,e->c,in,irreversible,ReconProductionDegradation
17664,HMDB0000641,SLC7A6,producing,L-Glutamine,c->e,out,irreversible,ReconProductionDegradation
42339,HMDB0001220,PTGES3,producing,Prostaglandin E2,unknown,unknown,irreversible,ReconProductionDegradation
42386,HMDB0002012,NDUFA4,degrading,Ubiquinone-1,unknown,unknown,irreversible,ReconProductionDegradation
17578,HMDB0000538,PLK1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42378,HMDB0000302,B3GALT2,degrading,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation
17573,HMDB0001341,STK38L,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
17572,HMDB0000538,STK38L,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
17571,HMDB0001341,EPHA10,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
17570,HMDB0000538,EPHA10,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42382,HMDB0000295,B3GALT2,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42384,HMDB0000538,MAP2K6,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
42385,HMDB0001341,MAP2K6,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
42387,HMDB0001487,NDUFA4,degrading,NADH,unknown,unknown,irreversible,ReconProductionDegradation
17622,HMDB0001193,ALOX5,producing,5(S)-Hydroperoxyeicosatetraenoic acid,unknown,unknown,irreversible,ReconProductionDegradation
42389,HMDB0059661,NDUFA4,producing,QH(2),unknown,unknown,irreversible,ReconProductionDegradation
42390,HMDB0000902,NDUFA4,producing,NAD,unknown,unknown,irreversible,ReconProductionDegradation
42392,HMDB0060245,GGT6,degrading,L-3-Cyanoalanine,unknown,unknown,irreversible,ReconProductionDegradation
17513,HMDB0001423,CPT1C,producing,Coenzyme A,unknown,unknown,reversible,ReconProductionDegradation
