HMDB,MetName,Symbol,Receptor,DB,CellLoc,BSLoc,TissueLoc,Mode,comb,a.database,a.experiment,a.textmining,a.prediction
"""HMDB0000899""","""Androstanedione""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Testis""]","""binding""",290,290,0,0,0
"""HMDB0000356""","""17-Epiestriol""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",393,393,0,0,0
"""HMDB0005036""","""Fluticasone propionate""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",385,385,0,0,0
"""HMDB0001852""","""all-trans-Retinoic acid""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Nucleus""]","[""Blood"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Testis""]","""binding""",475,330,0,237,0
"""HMDB0000207""","""Oleic acid""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Intestine"", ""Liver"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle""]","""binding""",388,388,0,0,0
"""HMDB0000674""","""PA(16:0/16:0)""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood""]",null,"""binding""",484,484,0,0,0
"""HMDB0002369""","""9-cis-Retinoic acid""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood""]",null,"""binding""",393,283,0,178,0
"""HMDB0001903""","""Calcitriol""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Feces""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",518,518,0,0,0
"""HMDB0015353""","""Budesonide""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",322,322,0,0,0
"""HMDB0014452""","""Bexarotene""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0014687""","""Desoximetasone""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",389,389,0,0,0
"""HMDB0005935""","""Androstenol""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",438,388,107,0,0
"""HMDB0030180""","""Crustecdysone""","""NR2F6""","""nhr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces""]",null,"""binding""",334,334,0,0,0
"""HMDB0015364""","""Dexamethasone""","""HNF4A""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",700,0,0,0,700
"""HMDB0000638""","""Dodecanoic acid""","""HNF4A""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Epidermis"", ""Liver"", ""Prostate"", ""Thyroid Gland""]","""inhibition""",800,0,0,0,800
"""HMDB0000806""","""Myristic acid""","""HNF4A""","""nhr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Epidermis"", ""Placenta"", ""Prostate"", ""Spleen""]","""inhibition""",962,800,0,115,800
"""HMDB0000538""","""Adenosine triphosphate""","""P2RY13""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","""activation""",878,216,0,270,800
"""HMDB0001341""","""ADP""","""P2RY13""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""All Tissues""]","""activation""",963,531,0,272,900
"""HMDB0000295""","""Uridine 5'-diphosphate""","""P2RY13""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Blood""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","""activation""",838,0,0,213,800
"""HMDB0000285""","""Uridine triphosphate""","""P2RY13""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Saliva""]",null,"""activation""",910,0,0,128,900
"""HMDB0033441""","""(±)-alpha-Narcotine""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",927,0,0,300,900
"""HMDB0036587""","""Quassin""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0001218""","""Coumarin""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",900,0,0,0,900
"""HMDB0033439""","""(-)-alpha-Narcotine""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0029943""","""Arbutin""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0031849""","""2-Ethylpyrazine""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0030023""","""Angeolide""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0035030""","""Amygdalin""","""TAS2R50""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",900,0,0,0,900
"""HMDB0000464""","""Calcium""","""PTPRN""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""binding""",800,800,0,0,0
"""HMDB0000123""","""Glycine""","""PTPRN""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",445,445,0,0,0
"""HMDB0000131""","""Glycerol""","""PTPRN""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",800,800,0,0,0
"""HMDB0000273""","""Thymidine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",205,205,0,0,0
"""HMDB0015282""","""Desipramine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",280,280,0,0,0
"""HMDB0014328""","""Amphetamine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",402,275,0,198,0
"""HMDB0014323""","""Valsartan""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",417,259,0,236,0
"""HMDB0000990""","""Acetaldehyde""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",322,322,0,0,0
"""HMDB0013657""","""2-Arachidonyl Glycerol ether""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",205,205,0,0,0
"""HMDB0000975""","""Trehalose""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","""binding""",322,322,0,0,0
"""HMDB0040987""","""(-)-Morphine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",382,332,101,0,0
"""HMDB0014680""","""Nortriptyline""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",286,286,0,0,0
"""HMDB0015070""","""Oxymetazoline""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",270,270,0,0,0
"""HMDB0000870""","""Histamine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",374,204,0,236,0
"""HMDB0014600""","""Prazosin""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",366,366,0,0,0
"""HMDB0000220""","""Palmitic acid""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",467,322,0,236,0
"""HMDB0000050""","""Adenosine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",237,237,0,0,0
"""HMDB0035848""","""Monoacetoxyscirpenol""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",237,237,0,0,0
"""HMDB0000259""","""Serotonin""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""binding""",310,310,0,0,0
"""HMDB0000073""","""Dopamine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",334,274,0,109,0
"""HMDB0000123""","""Glycine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",283,283,0,0,0
"""HMDB0014794""","""Trazodone""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",209,209,0,0,0
"""HMDB0014844""","""Tamsulosin""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",325,325,0,0,0
"""HMDB0031404""","""Cyclohexylamine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Feces""]",null,"""binding""",307,307,0,0,0
"""HMDB0015559""","""Thioproperazine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",275,275,0,0,0
"""HMDB0000169""","""D-Mannose""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0000216""","""Norepinephrine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","""binding""",249,249,0,0,0
"""HMDB0032477""","""Polyoxyethylene 40 monostearate""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",287,287,0,0,0
"""HMDB0008923""","""PE(16:0/16:0)""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Feces""]","[""All Tissues"", ""Brain""]","""binding""",322,322,0,0,0
"""HMDB0000674""","""PA(16:0/16:0)""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood""]",null,"""binding""",322,322,0,0,0
"""HMDB0036565""","""beta-Ionone""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",322,322,0,0,0
"""HMDB0001358""","""Retinal""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014940""","""Alfentanil""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",273,273,0,0,0
"""HMDB0001217""","""4alpha-Methylzymosterol""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",309,309,0,0,0
"""HMDB0001442""","""Prostaglandin E1""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","""binding""",271,271,0,0,0
"""HMDB0004080""","""Anandamide""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""binding""",211,211,0,0,0
"""HMDB0014466""","""Amitriptyline""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",286,286,0,0,0
"""HMDB0014683""","""Amoxapine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",214,214,0,0,0
"""HMDB0015267""","""Carvedilol""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0014620""","""Chlorpromazine""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",267,267,0,0,0
"""HMDB0014677""","""Ciprofloxacin""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",282,282,0,0,0
"""HMDB0015477""","""Clenbuterol""","""GPR83""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",276,276,0,0,0
"""HMDB0001341""","""ADP""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""All Tissues""]","""binding""",979,800,0,0,900
"""HMDB0000169""","""D-Mannose""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",640,640,0,0,0
"""HMDB0001448""","""Sulfate""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",800,800,0,0,0
"""HMDB0015397""","""Sunitinib""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",237,237,0,0,0
"""HMDB0005007""","""Simvastatin""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Skeletal Muscle""]","""activation""",938,0,0,800,700
"""HMDB0037790""","""Polyethylene glycol""","""BMPR2""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Saliva""]",null,"""binding""",800,800,0,0,0
"""HMDB0000538""","""Adenosine triphosphate""","""SCNN1G""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Nucleus"", ""Peroxisome""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Platelet"", ""Skeletal Muscle""]","""inhibition""",977,0,0,786,900
"""HMDB0000037""","""Aldosterone""","""SCNN1G""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Blood"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""activation""",936,0,0,927,150
